screen_name,location,followers_count,friends_count,listed_count,favorites_count,verified,statuses_count,status,name
justinberkman,Los Angeles,871,271,16,403,FALSE,1711,"{'place': None, 'retweeted_status': {'place': None, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': '20744091', 'in_reply_to_status_id_str': None, 'geo': None, 'coordinates': None, 'in_reply_to_status_id': None, 'in_reply_to_user_id': 20744091, 'truncated': False, 'is_quote_status': False, 'in_reply_to_screen_name': 'justinberkman', 'id_str': '849816087709569028', 'text': '@justinberkman and I are BIG time here in Oroville. ðŸ‘€ https://t.co/nZjjgUO7o0', 'extended_entities': {'media': [{'id_str': '849815959833464832', 'type': 'photo', 'indices': [54, 77], 'display_url': 'pic.twitter.com/nZjjgUO7o0', 'media_url_https': 'https://pbs.twimg.com/media/C8snHOpU0AAhkjN.jpg', 'url': 'https://t.co/nZjjgUO7o0', 'id': 849815959833464832, 'expanded_url': 'https://twitter.com/PeterSers/status/849816087709569028/photo/1', 'sizes': {'small': {'h': 680, 'resize': 'fit', 'w': 510}, 'medium': {'h': 1200, 'resize': 'fit', 'w': 900}, 'large': {'h': 2048, 'resize': 'fit', 'w': 1536}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'media_url': 'http://pbs.twimg.com/media/C8snHOpU0AAhkjN.jpg'}]}, 'contributors': None, 'entities': {'symbols': [], 'urls': [], 'hashtags': [], 'media': [{'id_str': '849815959833464832', 'type': 'photo', 'indices': [54, 77], 'display_url': 'pic.twitter.com/nZjjgUO7o0', 'media_url_https': 'https://pbs.twimg.com/media/C8snHOpU0AAhkjN.jpg', 'url': 'https://t.co/nZjjgUO7o0', 'id': 849815959833464832, 'expanded_url': 'https://twitter.com/PeterSers/status/849816087709569028/photo/1', 'sizes': {'small': {'h': 680, 'resize': 'fit', 'w': 510}, 'medium': {'h': 1200, 'resize': 'fit', 'w': 900}, 'large': {'h': 2048, 'resize': 'fit', 'w': 1536}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'media_url': 'http://pbs.twimg.com/media/C8snHOpU0AAhkjN.jpg'}], 'user_mentions': [{'id_str': '20744091', 'name': 'Justin Berkman', 'screen_name': 'justinberkman', 'id': 20744091, 'indices': [0, 14]}]}, 'favorite_count': 0, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'possibly_sensitive': False, 'created_at': 'Thu Apr 06 02:48:38 +0000 2017', 'id': 849816087709569028, 'lang': 'en', 'retweet_count': 1}, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'geo': None, 'coordinates': None, 'in_reply_to_status_id': None, 'in_reply_to_user_id': None, 'truncated': False, 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '849850761643139073', 'text': 'RT @PeterSers: @justinberkman and I are BIG time here in Oroville. ðŸ‘€ https://t.co/nZjjgUO7o0', 'extended_entities': {'media': [{'id_str': '849815959833464832', 'source_user_id': 454639881, 'source_user_id_str': '454639881', 'indices': [69, 92], 'url': 'https://t.co/nZjjgUO7o0', 'sizes': {'small': {'h': 680, 'resize': 'fit', 'w': 510}, 'medium': {'h': 1200, 'resize': 'fit', 'w': 900}, 'large': {'h': 2048, 'resize': 'fit', 'w': 1536}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'media_url': 'http://pbs.twimg.com/media/C8snHOpU0AAhkjN.jpg', 'type': 'photo', 'display_url': 'pic.twitter.com/nZjjgUO7o0', 'media_url_https': 'https://pbs.twimg.com/media/C8snHOpU0AAhkjN.jpg', 'source_status_id': 849816087709569028, 'id': 849815959833464832, 'expanded_url': 'https://twitter.com/PeterSers/status/849816087709569028/photo/1', 'source_status_id_str': '849816087709569028'}]}, 'contributors': None, 'entities': {'symbols': [], 'urls': [], 'hashtags': [], 'media': [{'id_str': '849815959833464832', 'source_user_id': 454639881, 'source_user_id_str': '454639881', 'indices': [69, 92], 'url': 'https://t.co/nZjjgUO7o0', 'sizes': {'small': {'h': 680, 'resize': 'fit', 'w': 510}, 'medium': {'h': 1200, 'resize': 'fit', 'w': 900}, 'large': {'h': 2048, 'resize': 'fit', 'w': 1536}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'media_url': 'http://pbs.twimg.com/media/C8snHOpU0AAhkjN.jpg', 'type': 'photo', 'display_url': 'pic.twitter.com/nZjjgUO7o0', 'media_url_https': 'https://pbs.twimg.com/media/C8snHOpU0AAhkjN.jpg', 'source_status_id': 849816087709569028, 'id': 849815959833464832, 'expanded_url': 'https://twitter.com/PeterSers/status/849816087709569028/photo/1', 'source_status_id_str': '849816087709569028'}], 'user_mentions': [{'id_str': '454639881', 'name': 'Peter Sers âœŒðŸ½â¤ðŸŽ™â˜ ï¸', 'screen_name': 'PeterSers', 'id': 454639881, 'indices': [3, 13]}, {'id_str': '20744091', 'name': 'Justin Berkman', 'screen_name': 'justinberkman', 'id': 20744091, 'indices': [15, 29]}]}, 'favorite_count': 0, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>', 'possibly_sensitive': False, 'created_at': 'Thu Apr 06 05:06:25 +0000 2017', 'id': 849850761643139073, 'lang': 'en', 'retweet_count': 1}",Justin Berkman
justinbieber,None,92976968,302986,619882,None,TRUE,30644,"{u'lang': u'en', u'retweeted_status': {u'lang': u'en', u'truncated': True, u'text': u'Today is #WorldWaterDay! Come take our quiz and see what life without clean water looks like for someone like you:\u2026 https://t.co/RFemhTAF7E', u'created_at': u'Wed Mar 22 14:02:14 +0000 2017', u'hashtags': [{u'text': u'WorldWaterDay'}], u'user_mentions': [], u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', u'id_str': u'844549783964598272', u'urls': [{u'url': u'https://t.co/RFemhTAF7E', u'expanded_url': u'https://twitter.com/i/web/status/844549783964598272'}], u'retweet_count': 19510, u'id': 844549783964598272, u'favorite_count': 46496}, u'text': u'RT @charitywater: Today is #WorldWaterDay! Come take our quiz and see what life without clean water looks like for someone like you: https:\u2026', u'created_at': u'Wed Mar 22 22:22:07 +0000 2017', u'hashtags': [{u'text': u'WorldWaterDay'}], u'user_mentions': [{u'screen_name': u'charitywater', u'name': u'charity: water', u'id': 26784273}], u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'id_str': u'844675586765156352', u'urls': [], u'retweet_count': 19510, u'id': 844675586765156352}",Justin Bieber
KAKA,None,26560599,354,70286,None,TRUE,4649,"{u'lang': u'en', u'text': u'Welcome to @OrlandoCitySC family! @ORLPride #Marta #GOAT https://t.co/D2191c9qfG', u'created_at': u'Fri Apr 07 17:53:42 +0000 2017', u'hashtags': [{u'text': u'Marta'}, {u'text': u'GOAT'}], u'user_mentions': [{u'screen_name': u'OrlandoCitySC', u'name': u'Orlando City SC', u'id': 213474069}, {u'screen_name': u'ORLPride', u'name': u'Orlando Pride', u'id': 3654248067}], u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'id_str': u'850406241214103553', u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/KAKA/status/850406241214103553/photo/1', u'display_url': u'pic.twitter.com/D2191c9qfG', u'url': u'https://t.co/D2191c9qfG', u'media_url_https': u'https://pbs.twimg.com/media/C80_9rNUIAAtFfE.jpg', u'sizes': {u'large': {u'h': 272, u'resize': u'fit', u'w': 320}, u'small': {u'h': 272, u'resize': u'fit', u'w': 320}, u'medium': {u'h': 272, u'resize': u'fit', u'w': 320}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'type': u'photo', u'id': 850406233446031360, u'media_url': u'http://pbs.twimg.com/media/C80_9rNUIAAtFfE.jpg'}], u'retweet_count': 619, u'id': 850406241214103553, u'favorite_count': 2697}",Kaka
kaleid_o_bot,,1758,2183,120,0,FALSE,82156,"{'favorite_count': 0, 'id': 851428389521174529, 'text': '@CommonsBot here you go #20slices #animate https://t.co/nQcgBQn76u', 'is_quote_status': False, 'coordinates': None, 'in_reply_to_screen_name': 'CommonsBot', 'retweeted': False, 'source': '<a href=""http://muffinlabs.com"" rel=""nofollow"">botly</a>', 'contributors': None, 'id_str': '851428389521174529', 'in_reply_to_user_id': 2892078532, 'favorited': False, 'extended_entities': {'media': [{'sizes': {'small': {'h': 340, 'w': 340, 'resize': 'fit'}, 'large': {'h': 500, 'w': 500, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}, 'medium': {'h': 500, 'w': 500, 'resize': 'fit'}}, 'url': 'https://t.co/nQcgBQn76u', 'id': 851428386266394624, 'expanded_url': 'https://twitter.com/kaleid_o_bot/status/851428389521174529/photo/1', 'id_str': '851428386266394624', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/C9DhmzMXsAAqZEo.jpg', 'display_url': 'pic.twitter.com/nQcgBQn76u', 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/C9DhmzMXsAAqZEo.jpg', 'video_info': {'aspect_ratio': [1, 1], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/C9DhmzMXsAAqZEo.mp4'}]}, 'indices': [43, 66], 'type': 'animated_gif'}]}, 'entities': {'urls': [], 'user_mentions': [{'name': 'CommonsBot', 'id': 2892078532, 'screen_name': 'CommonsBot', 'id_str': '2892078532', 'indices': [0, 11]}], 'hashtags': [{'text': '20slices', 'indices': [24, 33]}, {'text': 'animate', 'indices': [34, 42]}], 'symbols': [], 'media': [{'sizes': {'small': {'h': 340, 'w': 340, 'resize': 'fit'}, 'large': {'h': 500, 'w': 500, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}, 'medium': {'h': 500, 'w': 500, 'resize': 'fit'}}, 'url': 'https://t.co/nQcgBQn76u', 'id': 851428386266394624, 'expanded_url': 'https://twitter.com/kaleid_o_bot/status/851428389521174529/photo/1', 'id_str': '851428386266394624', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/C9DhmzMXsAAqZEo.jpg', 'display_url': 'pic.twitter.com/nQcgBQn76u', 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/C9DhmzMXsAAqZEo.jpg', 'indices': [43, 66], 'type': 'photo'}]}, 'place': None, 'truncated': False, 'in_reply_to_status_id_str': '851428366813147136', 'lang': 'en', 'geo': None, 'created_at': 'Mon Apr 10 13:35:21 +0000 2017', 'in_reply_to_status_id': 851428366813147136, 'possibly_sensitive': False, 'retweet_count': 0, 'in_reply_to_user_id_str': '2892078532'}",Kaleidoscope
KanaiYuu_bot,ì˜¤ëž˜ëœ ëª©ì¡° ì•„íŒŒíŠ¸ 1ì¸µ ì•ˆìª½,21,17,1,None,None,46338,"{u'lang': u'ko', u'text': u'""\uc5ec\ub7ec \uac1c \uc788\uc5b4\uc11c\u2026 \uc798 \ubaa8\ub974\uaca0\uc5b4.""', u'created_at': u'Sun Apr 09 21:54:02 +0000 2017', u'hashtags': [], u'user_mentions': [], u'source': u'<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>', u'id_str': u'851191500461318145', u'urls': [], u'id': 851191500461318145}",ì¹´ë‚˜ì´ ìœ ìš°
kanyewest,None,27305886,1,50060,None,TRUE,991,"{u'lang': u'und', u'text': u'https://t.co/5DG4yQMONm https://t.co/XzvdDnwliw', u'created_at': u'Fri Feb 03 17:40:53 +0000 2017', u'hashtags': [], u'user_mentions': [], u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', u'id_str': u'827572581196705793', u'urls': [{u'url': u'https://t.co/5DG4yQMONm', u'expanded_url': u'https://itunes.apple.com/us/album/i-decided./id1187413675'}], u'media': [{u'expanded_url': u'https://twitter.com/kanyewest/status/827572581196705793/photo/1', u'display_url': u'pic.twitter.com/XzvdDnwliw', u'url': u'https://t.co/XzvdDnwliw', u'media_url_https': u'https://pbs.twimg.com/media/C3wg2IcUEAApHXj.jpg', u'sizes': {u'small': {u'h': 680, u'resize': u'fit', u'w': 680}, u'large': {u'h': 2048, u'resize': u'fit', u'w': 2048}, u'medium': {u'h': 1200, u'resize': u'fit', u'w': 1200}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'type': u'photo', u'id': 827572545880592384, u'media_url': u'http://pbs.twimg.com/media/C3wg2IcUEAApHXj.jpg'}], u'retweet_count': 18976, u'id': 827572581196705793, u'favorite_count': 57644}",KANYE WEST
kanyeyes_eBooks,,42,2,1,32,FALSE,4634,"{'favorite_count': 0, 'id': 544897244705865728, 'text': 'its an online coven before mybirthdya', 'is_quote_status': False, 'coordinates': None, 'in_reply_to_screen_name': None, 'retweeted': False, 'source': '<a href=""https://www.twitter.com/eBooks_Central"" rel=""nofollow"">kanyeyes eBooks</a>', 'contributors': None, 'id_str': '544897244705865728', 'in_reply_to_user_id': None, 'favorited': False, 'entities': {'urls': [], 'user_mentions': [], 'hashtags': [], 'symbols': []}, 'place': None, 'truncated': False, 'in_reply_to_status_id_str': None, 'lang': 'en', 'geo': None, 'created_at': 'Tue Dec 16 16:50:01 +0000 2014', 'in_reply_to_status_id': None, 'retweet_count': 0, 'in_reply_to_user_id_str': None}",concerned_eBooks
karaokeprompts,private karaoke room,116,1,1,0,FALSE,2045,"{'favorite_count': 0, 'id': 851415783100043264, 'text': 'ðŸŽ¶SONG: \nAce Of Base\'s ""All That She Wants""\nðŸŽ™SUNG AS IF BY: \nHermione Granger /on 47 cups of coffee/', 'is_quote_status': False, 'coordinates': None, 'in_reply_to_screen_name': None, 'retweeted': False, 'source': '<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>', 'contributors': None, 'id_str': '851415783100043264', 'in_reply_to_user_id': None, 'favorited': False, 'entities': {'urls': [], 'user_mentions': [], 'hashtags': [], 'symbols': []}, 'place': None, 'truncated': False, 'in_reply_to_status_id_str': None, 'lang': 'en', 'geo': None, 'created_at': 'Mon Apr 10 12:45:15 +0000 2017', 'in_reply_to_status_id': None, 'retweet_count': 1, 'in_reply_to_user_id_str': None}",[karaoke improv bot]
kassyapple,"London, England",1570,1185,43,4493,TRUE,8290,"{'created_at': 'Tue Apr 11 16:06:28 +0000 2017', 'id': 851828808118411264, 'id_str': '851828808118411264', 'text': 'RT @circasIaves: this is the purest thing i hav ever seen https://t.co/uHEBefqPyn', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'circasIaves', 'name': 'nic', 'id': 152282033, 'id_str': '152282033', 'indices': [3, 15]}], 'urls': [], 'media': [{'id': 851136061107470338, 'id_str': '851136061107470338', 'indices': [58, 81], 'media_url': 'http://pbs.twimg.com/media/C8_XvPHWAAI6Rn2.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C8_XvPHWAAI6Rn2.jpg', 'url': 'https://t.co/uHEBefqPyn', 'display_url': 'pic.twitter.com/uHEBefqPyn', 'expanded_url': 'https://twitter.com/circasIaves/status/851136076416786432/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 960, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 960, 'resize': 'fit'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}}, 'source_status_id': 851136076416786432, 'source_status_id_str': '851136076416786432', 'source_user_id': 152282033, 'source_user_id_str': '152282033'}]}, 'extended_entities': {'media': [{'id': 851136061107470338, 'id_str': '851136061107470338', 'indices': [58, 81], 'media_url': 'http://pbs.twimg.com/media/C8_XvPHWAAI6Rn2.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C8_XvPHWAAI6Rn2.jpg', 'url': 'https://t.co/uHEBefqPyn', 'display_url': 'pic.twitter.com/uHEBefqPyn', 'expanded_url': 'https://twitter.com/circasIaves/status/851136076416786432/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 960, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 960, 'resize': 'fit'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}}, 'source_status_id': 851136076416786432, 'source_status_id_str': '851136076416786432', 'source_user_id': 152282033, 'source_user_id_str': '152282033'}]}, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Sun Apr 09 18:13:48 +0000 2017', 'id': 851136076416786432, 'id_str': '851136076416786432', 'text': 'this is the purest thing i hav ever seen https://t.co/uHEBefqPyn', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 851136061107470338, 'id_str': '851136061107470338', 'indices': [41, 64], 'media_url': 'http://pbs.twimg.com/media/C8_XvPHWAAI6Rn2.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C8_XvPHWAAI6Rn2.jpg', 'url': 'https://t.co/uHEBefqPyn', 'display_url': 'pic.twitter.com/uHEBefqPyn', 'expanded_url': 'https://twitter.com/circasIaves/status/851136076416786432/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 960, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 960, 'resize': 'fit'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 851136061107470338, 'id_str': '851136061107470338', 'indices': [41, 64], 'media_url': 'http://pbs.twimg.com/media/C8_XvPHWAAI6Rn2.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C8_XvPHWAAI6Rn2.jpg', 'url': 'https://t.co/uHEBefqPyn', 'display_url': 'pic.twitter.com/uHEBefqPyn', 'expanded_url': 'https://twitter.com/circasIaves/status/851136076416786432/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 720, 'h': 960, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 960, 'resize': 'fit'}, 'small': {'w': 510, 'h': 680, 'resize': 'fit'}}}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': {'id': '3033d494e684dac2', 'url': 'https://api.twitter.com/1.1/geo/id/3033d494e684dac2.json', 'place_type': 'city', 'name': 'Newton Mearns', 'full_name': 'Newton Mearns, Scotland', 'country_code': 'GB', 'country': 'United Kingdom', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-4.3562942, 55.7601122], [-4.295389, 55.7601122], [-4.295389, 55.790121], [-4.3562942, 55.790121]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1355, 'favorite_count': 3773, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 1355, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",Kassy Cho
KaTAlchemy,,567,320,10,1341,FALSE,5110,"{'created_at': 'Tue Apr 11 20:18:46 +0000 2017', 'id': 851892299063808000, 'id_str': '851892299063808000', 'text': '86yo woman arrested for spraying anti-war graffiti outside Swiss National Bank (VIDEO) https://t.co/uDZAdjyJWH\n\nWhat an inspiration', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/uDZAdjyJWH', 'expanded_url': 'https://www.rt.com/news/384392-elderly-arrest-switzerland-graffiti/', 'display_url': 'rt.com/news/384392-el‰Û_', 'indices': [87, 110]}]}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",TrutherBotKaT
katyperry,None,96919570,206,142370,None,TRUE,7903,"{u'lang': u'en', u'text': u'@hotncolds this is genius levels of insane', u'created_at': u'Sat Apr 08 20:25:38 +0000 2017', u'hashtags': [], u'user_mentions': [{u'screen_name': u'hotncolds', u'name': u'Nathalia', u'id': 590452253}], u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'in_reply_to_status_id': 850500250515197953, u'in_reply_to_screen_name': u'hotncolds', u'id_str': u'850806863012573184', u'urls': [], u'retweet_count': 549, u'id': 850806863012573184, u'favorite_count': 1381, u'in_reply_to_user_id': 590452253}",Katy Perry
kayo_cat9,ã‚»ã‚¤ãƒãƒ¼ãƒ”ãƒ¼ã‚¹ã®ã‚ã‚‹æ‰€,45,116,2,None,None,3418,"{u'lang': u'ja', u'text': u'\u5b66\u6821\u306b\u884c\u304f\u307e\u3067\u304c\u8f9b\u3059\u304e\u3066\u751f\u304d\u3066\u308b\u3060\u3051\u3067\u8912\u3081\u3066\u304f\u308c\u308b\u30ed\u30de\u30f3bot\u3055\u3093\u306b\u53cd\u5fdc\u6587\u3067\u30ea\u30d7\u3092\u98db\u3070\u3059\u671d', u'created_at': u'Sun Apr 09 21:54:02 +0000 2017', u'hashtags': [], u'user_mentions': [], u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'id_str': u'851191499488280576', u'urls': [], u'id': 851191499488280576}",ã‚¢ãƒ´ã‚§ãƒ³ã‚¸ãƒ£ãƒ¼ãªãªã¤
KeepCalmBot,,125,1,14,0,FALSE,1902,"{'favorite_count': 0, 'id': 851404436471787521, 'text': 'https://t.co/VXMdygjjwW', 'is_quote_status': False, 'coordinates': None, 'in_reply_to_screen_name': None, 'retweeted': False, 'source': '<a href=""http://127.0.0.1/"" rel=""nofollow"">Keep Calm Bot</a>', 'contributors': None, 'id_str': '851404436471787521', 'in_reply_to_user_id': None, 'favorited': False, 'extended_entities': {'media': [{'sizes': {'small': {'h': 450, 'w': 400, 'resize': 'fit'}, 'large': {'h': 450, 'w': 400, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}, 'medium': {'h': 450, 'w': 400, 'resize': 'fit'}}, 'url': 'https://t.co/VXMdygjjwW', 'id': 851404433447677958, 'expanded_url': 'https://twitter.com/KeepCalmBot/status/851404436471787521/photo/1', 'id_str': '851404433447677958', 'media_url_https': 'https://pbs.twimg.com/media/C9DL0j_XcAYLiB7.png', 'display_url': 'pic.twitter.com/VXMdygjjwW', 'media_url': 'http://pbs.twimg.com/media/C9DL0j_XcAYLiB7.png', 'indices': [0, 23], 'type': 'photo'}]}, 'entities': {'urls': [], 'user_mentions': [], 'hashtags': [], 'symbols': [], 'media': [{'sizes': {'small': {'h': 450, 'w': 400, 'resize': 'fit'}, 'large': {'h': 450, 'w': 400, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}, 'medium': {'h': 450, 'w': 400, 'resize': 'fit'}}, 'url': 'https://t.co/VXMdygjjwW', 'id': 851404433447677958, 'expanded_url': 'https://twitter.com/KeepCalmBot/status/851404436471787521/photo/1', 'id_str': '851404433447677958', 'media_url_https': 'https://pbs.twimg.com/media/C9DL0j_XcAYLiB7.png', 'display_url': 'pic.twitter.com/VXMdygjjwW', 'media_url': 'http://pbs.twimg.com/media/C9DL0j_XcAYLiB7.png', 'indices': [0, 23], 'type': 'photo'}]}, 'place': None, 'truncated': False, 'in_reply_to_status_id_str': None, 'lang': 'und', 'geo': None, 'created_at': 'Mon Apr 10 12:00:10 +0000 2017', 'in_reply_to_status_id': None, 'possibly_sensitive': False, 'retweet_count': 0, 'in_reply_to_user_id_str': None}",Keep Calm
